"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1985","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","41717","","","","0"
"1986","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","43720","","","","0"
"1987","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","47042","","","","0"
"1988","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","50027","","","","0"
"1989","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","52642","","","","0"
"1990","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","55299","","","","0"
"1991","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","57228","","","","0"
"1992","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","57408","","","","0"
"1993","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","57711","","","","0"
"1994","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","58483","","","","0"
"1995","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","59728","","","","0"
"1996","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","60775","","","","0"
"1997","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","61867","","","","0"
"1998","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","62552","","","","0"
"1999","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","62781","","","","0"
"2000","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","62882","","","","0"
"2001","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","63353","","","","0"
"2002","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","63190","","","","0"
"2003","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","63012","","","","0"
"2004","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","63181","","","","0"
"2005","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","62804","","","","0"
"2006","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","61371","","","","0"
"2007","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","59203","","","","0"
"2008","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","56962","","","","0"
"2009","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","54706","","","","0"
"2010","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","52764","","","","0"
"2011","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","51995","","","","0"
"2012","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","51834","","","","0"
"2013","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","51544","","","","0"
"2014","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","51101","","","","0"
"2015","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","50530","","","","0"
"2016","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","49793","","","","0"
"2017","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","49278","","","","0"
"2018","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","48635","","","","0"
"2019","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","48274","","","","0"
"2020","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","48211","","","","0"
"2021","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","48271","","","","0"
"2022","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","49016","","","","0"
"1980","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","31838","","","","0"
"1981","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","31846","","","","0"
"1982","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","31520","","","","0"
"1983","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","31716","","","","0"
"1984","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","32596","","","","0"
"1985","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","33284","","","","0"
"1986","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","34314","","","","0"
"1987","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","35831","","","","0"
"1988","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","37579","","","","0"
"1989","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","39431","","","","0"
"1990","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","41119","","","","0"
"1991","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","42834","","","","0"
"1992","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","46236","","","","0"
"1993","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","49270","","","","0"
"1994","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","51903","","","","0"
"1995","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","54410","","","","0"
"1996","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","56127","","","","0"
"1997","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","56505","","","","0"
"1998","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","56911","","","","0"
"1999","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","57597","","","","0"
"2000","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","58713","","","","0"
"2001","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","59526","","","","0"
"2002","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","60768","","","","0"
"2003","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","61663","","","","0"
"2004","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","61715","","","","0"
"2005","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","61646","","","","0"
"2006","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","61768","","","","0"
"2007","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","61706","","","","0"
"2008","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","61949","","","","0"
"2009","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","62498","","","","0"
"2010","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","62452","","","","0"
"2011","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","61505","","","","0"
"2012","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","59787","","","","0"
"2013","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","57646","","","","0"
"2014","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","55342","","","","0"
"2015","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","53411","","","","0"
"2016","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","52795","","","","0"
"2017","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","52517","","","","0"
"2018","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","52300","","","","0"
"2019","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","52122","","","","0"
"2020","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","51643","","","","0"
"2021","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","51211","","","","0"
"2022","New Brunswick","2016A000213","Both sexes","45 to 49 years","Persons","249","units","0","v468117","5.1.61","51581","","","","0"
"1980","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","31116","","","","0"
"1981","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","30985","","","","0"
"1982","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","31418","","","","0"
"1983","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","31449","","","","0"
"1984","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","31273","","","","0"
"1985","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","31078","","","","0"
"1986","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","31030","","","","0"
"1987","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","30756","","","","0"
"1988","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","30975","","","","0"
"1989","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","31894","","","","0"
"1990","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","32891","","","","0"
"1991","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","34256","","","","0"
"1992","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","35672","","","","0"
"1993","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","37278","","","","0"
"1994","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","38913","","","","0"
"1995","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","40409","","","","0"
"1996","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","42129","","","","0"
"1997","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","45469","","","","0"
"1998","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","48499","","","","0"
"1999","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","51205","","","","0"
"2000","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","53716","","","","0"
"2001","New Brunswick","2016A000213","Both sexes","50 to 54 years","Persons","249","units","0","v468135","5.1.67","55241","","","","0"
